name,artist,popularity,genre,duration_ms,release_date,year,release_year,duration_min
La Dolce Vita,Warren Hill,47,jazz,325093,2008-06-24,2008.0,2008,5.418216666666667
"Love Song From ""Apache""",Coleman Hawkins Quartet,51,jazz,252173,1963-08-01,1963.0,1963,4.202883333333333
A Change Is Gonna Come - Mono; 2008 Remaster,Otis Redding,50,jazz,254960,1965-09-15,1965.0,1965,4.249333333333333
I Feel You,Walter Beasley,46,jazz,258398,1998-08-18,1998.0,1998,4.306633333333333
Misty,Sarah Vaughan,54,jazz,179373,1958-07-07,1958.0,1958,2.98955
O Tannenbaum,Vince Guaraldi Trio,45,jazz,309386,2012-01-01,2012.0,2012,5.156433333333333
Conrad Tokyo (feat. Kendrick Lamar & Jack White),A Tribe Called Quest,48,jazz,211986,2016-11-11,2016.0,2016,3.5331
Crazy Love - Live,Ray Charles,50,jazz,222762,2004-08-31,2004.0,2004,3.7127
I'm Waiting For You,Jackiem Joyner,48,jazz,245226,2009-04-21,2009.0,2009,4.0871
Good Love,Anita Baker,44,jazz,333533,2022-02-14,2022.0,2022,5.558883333333333
"Baby, It's Cold Outside",Dean Martin,47,jazz,143733,1959-01-01,1959.0,1959,2.39555
Read Between the Lines,Vincent Ingala,47,jazz,262800,2012-06-14,2012.0,2012,4.38
Yesteryear,Snorre Kirk,54,jazz,259073,2023-02-17,2023.0,2023,4.3178833333333335
Tidal Wave,Tom Misch,55,jazz,249427,2020-04-24,2020.0,2020,4.157116666666667
Morning Breeze,Jazz Holdouts,46,jazz,252333,2018-08-27,2018.0,2018,4.20555
Yes Baby Yes,Mo' Horizons,56,jazz,300693,1999-08-01,1999.0,1999,5.01155
For The Love (Big Wild Remix),GRiZ,44,jazz,173465,2015-08-25,2015.0,2015,2.8910833333333334
Drop In,GRiZ,44,jazz,122666,2023-10-06,2023.0,2023,2.0444333333333335
Kerala,Bonobo,55,jazz,237546,2017-01-13,2017.0,2017,3.9591
Dream Lover,Bobby Darin,45,jazz,150706,2007-10-30,2007.0,2007,2.5117666666666665
City Lights (feat. Pase Rock & Substantial),Nujabes,50,jazz,194293,2011-12-03,2011.0,2011,3.2382166666666667
Third Wish,Joyce Cooling,46,jazz,280426,2001-01-01,2001.0,2001,4.673766666666666
More Than This,Charlie Hunter,54,jazz,250666,2001-01-01,2001.0,2001,4.177766666666667
De Camino a la Vereda,Buena Vista Social Club,59,jazz,303973,1997-06-23,1997.0,1997,5.066216666666667
Street Life,Randy Crawford,58,jazz,256613,1997-12-09,1997.0,1997,4.276883333333333
I Apologize - Single Version,Anita Baker,43,jazz,256200,2017-08-16,2017.0,2017,4.27
Soulful,Cal Harris Jr.,45,jazz,240826,2019-06-21,2019.0,2019,4.013766666666666
Both Sides Now,Pat Martino,51,jazz,138533,1997-10-21,1997.0,1997,2.308883333333333
Trying to Win Your Love,Renee Olstead,58,jazz,158997,2018-02-16,2018.0,2018,2.64995
Mosaic Melody,KTZ Players,50,jazz,135306,2024-04-05,2024.0,2024,2.2551
Lluvia con Nieve,Mon Rivera,56,jazz,177680,1961-01-01,1961.0,1961,2.961333333333333
Perks,Lazlow,50,jazz,143414,2024-07-19,2024.0,2024,2.390233333333333
Behind The Counter,Astoria Three,50,jazz,202855,2023-06-09,2023.0,2023,3.380916666666667
Inside Out,FloFilz,53,jazz,153613,2019-06-14,2019.0,2019,2.560216666666667
It Ain't Necessarily So,Mary Lou Williams,48,jazz,280480,2016-04-15,2016.0,2016,4.674666666666667
Medusa,GRiZ,44,jazz,190800,2020-06-25,2020.0,2020,3.18
Kiara,Bonobo,51,jazz,230306,2010-03-29,2010.0,2010,3.838433333333333
Bistro Fada,Stephane Wrembel,52,jazz,182933,2011-05-13,2011.0,2011,3.0488833333333334
'Deed I Do - Remastered 1993,Nat King Cole Trio,49,jazz,136306,2005-01-01,2005.0,2005,2.2717666666666667
Lover For Life,Kirk Whalum,46,jazz,280866,1998-10-27,1998.0,1998,4.6811
The Good Life,Tony Bennett,52,jazz,134893,1963-02-18,1963.0,1963,2.2482166666666665
Misty - Remastered 2020,Erroll Garner,51,jazz,167121,2020-04-17,2020.0,2020,2.78535
Miss Bane,Euge Groove,46,jazz,291226,2014-08-19,2014.0,2014,4.853766666666667
Countless Times,Meadowpoints,50,jazz,221392,2024-07-12,2024.0,2024,3.6898666666666666
Stompin At The Savoy,Benny Goodman,51,jazz,195533,1990-01-01,1990.0,1990,3.2588833333333334
World's end Rhapsody,Nujabes,50,jazz,341200,2005-11-11,2005.0,2005,5.6866666666666665
Prelude In E Minor,Gerry Mulligan Sextet,52,jazz,256533,1963-01-01,1963.0,1963,4.27555
Lately,Anita Baker,43,jazz,242025,2012-08-07,2012.0,2012,4.03375
Metis,Guts,57,jazz,175078,2007-06-01,2007.0,2007,2.9179666666666666
Dulce,FloFilz,50,jazz,131558,2016-09-02,2016.0,2016,2.192633333333333
Falling Flying,GRiZ,44,jazz,223058,2023-10-06,2023.0,2023,3.717633333333333
"Freddie Freeloader (feat. John Coltrane, Cannonball Adderley, Wynton Kelly & Paul Chambers)",Miles Davis,52,jazz,586493,1959-08-17,1959.0,1959,9.774883333333333
Black Balloons Reprise,Flying Lotus,47,jazz,161971,2019-05-24,2019.0,2019,2.699516666666667
Feel No Pain,GRiZ,44,jazz,169600,2022-07-06,2022.0,2022,2.8266666666666667
Squeeze Me,Cindy Bradley,43,jazz,414834,2014-05-27,2014.0,2014,6.9139
Favela - Remastered,Ike Quebec,45,jazz,240266,2007-01-01,2007.0,2007,4.004433333333333
Night Calls,Everette Harp,45,jazz,325373,2006-05-22,2006.0,2006,5.422883333333333
Even If It Breaks My Heart,Ben & Katsy,50,jazz,211863,2024-03-22,2024.0,2024,3.53105
Walking In Rhythm,Joe McBride,44,jazz,307360,1994-01-01,1994.0,1994,5.1226666666666665
Eyes Closed,Leo Motta,51,jazz,130533,2024-02-09,2024.0,2024,2.17555
Mirrors,Caravan Palace,44,jazz,221636,2024-03-01,2024.0,2024,3.6939333333333333
Tiene Sabor (feat. Omara Portuondo),Buena Vista Social Club,59,jazz,197888,2015-03-23,2015.0,2015,3.2981333333333334
Lovin' in My Baby's Eyes,Taj Mahal,47,jazz,160360,1996-02-26,1996.0,1996,2.6726666666666667
Morning Matters,Yazmin Lacey,55,jazz,246800,2020-02-27,2020.0,2020,4.113333333333333
Birds In The Sky,Mindeliq,50,jazz,150892,2021-11-18,2021.0,2021,2.514866666666667
"Epitaph - Including ""March for No Reason"" and ""Tomorrow and Tomorrow""",King Crimson,53,jazz,526822,1969-10-10,1969.0,1969,8.780366666666668
Photograph,Astrud Gilberto,53,jazz,128985,1965-01-01,1965.0,1965,2.14975
Mystic Moonlight Groove,Greydon Park Band,50,jazz,211079,2023-10-27,2023.0,2023,3.5179833333333335
The Sun - Klingande Remix Radio Edit,Parov Stelar,57,jazz,210375,2015-06-12,2015.0,2015,3.50625
Beaches,Ennio Máno,46,jazz,227328,2024-01-31,2024.0,2024,3.7888
Night And Day,Ella Fitzgerald,53,jazz,186040,1956-01-01,1956.0,1956,3.1006666666666667
Love Me As Though There Were No Tomorrow - Remastered 2001,Nat King Cole,48,jazz,155666,1957-08-01,1957.0,1957,2.5944333333333334
Walking In Rhythm,The Blackbyrds,47,jazz,254560,1974-11-01,1974.0,1974,4.242666666666667
Costa del Soul,Eric Marienthal,46,jazz,318053,2012-01-31,2012.0,2012,5.300883333333333
Linus And Lucy,Vince Guaraldi Trio,45,jazz,184440,1998-01-01,1998.0,1998,3.074
Personal Touch,Vincent Ingala,46,jazz,224626,2018-05-04,2018.0,2018,3.7437666666666667
Because of You,Jeff Kashiwa,46,jazz,284200,2000-08-22,2000.0,2000,4.736666666666666
Brothers On The Slide,Cymande,55,jazz,251400,1974-01-01,1974.0,1974,4.19
Star Eyes - Incomplete & False Start,Charlie Parker Quartet,49,jazz,70133,2016-01-01,2016.0,2016,1.1688833333333333
Coco Mango Diced,Damu The Fudgemunk,48,jazz,109412,2019-04-12,2019.0,2019,1.8235333333333332
Cold Cold Heart,Norah Jones,52,jazz,218600,2002-02-26,2002.0,2002,3.6433333333333335
Best Left Unsolved - Bonus Track,BADBADNOTGOOD,50,jazz,326240,2024-07-30,2024.0,2024,5.437333333333333
Riot,Hugh Masekela,44,jazz,120413,2006-01-01,2006.0,2006,2.006883333333333
Low And Slow,Boney James,45,jazz,248626,2017-09-01,2017.0,2017,4.143766666666667
Rosewood,Bonobo,55,jazz,242773,2022-01-14,2022.0,2022,4.046216666666667
All Of You,Ella Fitzgerald,52,jazz,104360,1956-01-01,1956.0,1956,1.7393333333333334
Blessing It -remix (feat. Substantial & Pase Rock from Five Deez),Nujabes,51,jazz,203706,2003-08-21,2003.0,2003,3.3951
Lost in Paris,Tom Misch,56,jazz,194023,2018-04-06,2018.0,2018,3.2337166666666666
Love For Sale - Take 3 / Incomplete,Charlie Parker Quartet,49,jazz,63173,1990-10-25,1990.0,1990,1.0528833333333334
Way Below,Boozoo Bajou,53,jazz,155335,2023-02-03,2023.0,2023,2.5889166666666665
I Could Write a Book,"Harry Connick, Jr.",47,jazz,147066,1989-07-25,1989.0,1989,2.4511
Romance,Hiroshi Suzuki,49,jazz,356352,2022-04-08,2022.0,2022,5.9392
Blue Lester,Lester Young,50,jazz,205373,1956-01-01,1956.0,1956,3.4228833333333335
A Love That Will Last,Renee Olstead,53,jazz,212160,2004-05-11,2004.0,2004,3.536
J'attendrai,Jill Barber,54,jazz,229226,2013-01-29,2013.0,2013,3.8204333333333333
Soul Dream,Tim Bowman,43,jazz,302813,2008-09-30,2008.0,2008,5.046883333333334
Love To Be Happy,Magpie Jazz Trio,50,jazz,195276,2022-10-09,2022.0,2022,3.2546
Alfie,Rahsaan Roland Kirk,50,jazz,171946,1967-01-01,1967.0,1967,2.8657666666666666
Yesterday,Kenny G,54,jazz,179573,2006-05-01,2006.0,2006,2.9928833333333333
Garota De Ipanema,Antônio Carlos Jobim,63,jazz,242760,2007-06-20,2007.0,2007,4.046
Good Times Roll,GRiZ,44,jazz,244828,2016-09-23,2016.0,2016,4.080466666666666
Rosewood,Bonobo,47,jazz,242773,2024-08-14,2024.0,2024,4.046216666666667
Nocturnal Whispers,Dan Evans-Parker,50,jazz,267688,2023-10-27,2023.0,2023,4.4614666666666665
Moonlight In Vermont,Stan Getz,51,jazz,147906,1992-11-03,1992.0,1992,2.4651
Just One Wish,Brian Simpson,46,jazz,253815,2015-02-17,2015.0,2015,4.23025
Every Piece Matters,Plini,49,jazz,220213,2016-08-26,2016.0,2016,3.6702166666666667
Polka Dots and Moonbeams,Tommy Dorsey,47,jazz,199733,2005-09-19,2005.0,2005,3.328883333333333
Stay,Club 1600,45,jazz,283000,2000-03-15,2000.0,2000,4.716666666666667
Isabella,Gregg Karukas,46,jazz,324213,2005-01-01,2005.0,2005,5.40355
Summer In The City,Quincy Jones,51,jazz,244440,1973-01-01,1973.0,1973,4.074
It Could Happen To You,Lara Louise,56,jazz,157290,2023-01-12,2023.0,2023,2.6215
Let's Get It Started,Jeffery Smith,46,jazz,376000,2014-09-01,2014.0,2014,6.266666666666667
Geno,Wes Montgomery Trio,49,jazz,175360,1966-01-01,1966.0,1966,2.9226666666666667
A Grand Finish,Kris Bowers,50,jazz,213920,2020-12-25,2020.0,2020,3.5653333333333332
"It's A Man's, Man's, Man's World - Single Version / Mono",James Brown,58,jazz,166693,2003-01-01,2003.0,2003,2.778216666666667
Ohkay,sloh rou,51,jazz,128000,2024-08-09,2024.0,2024,2.1333333333333333
"Don't Think Twice, It's Alright",Emilie-Claire Barlow,56,jazz,280529,2010-10-12,2010.0,2010,4.675483333333333
From You,Bonobo,52,jazz,210280,2022-01-14,2022.0,2022,3.5046666666666666
"So What (feat. John Coltrane, Cannonball Adderley & Bill Evans)",Miles Davis,50,jazz,562400,1959-08-17,1959.0,1959,9.373333333333333
Missing You,Phil Casagrande,46,jazz,194560,2016-04-12,2016.0,2016,3.2426666666666666
Heart And Soul,Dave Brubeck Trio,49,jazz,138400,1982-01-01,1982.0,1982,2.3066666666666666
I Wish I Knew How It Would Feel to Be Free,Nina Simone,56,jazz,187933,2020-10-09,2020.0,2020,3.132216666666667
It's A Lovely Day Today,Ella Fitzgerald,51,jazz,148266,1958-01-01,1958.0,1958,2.4711
Pearl-button,Meadowpoints,50,jazz,198711,2023-03-03,2023.0,2023,3.31185
Stella By Starlight (feat. John Coltrane & Bill Evans),Miles Davis,50,jazz,284560,1959-08-17,1959.0,1959,4.742666666666667
Let It Flow,Eric Darius,46,jazz,289240,2002-06-29,2002.0,2002,4.820666666666667
You Raise Me Up,Kenny G,54,jazz,194373,2006-05-01,2006.0,2006,3.23955
Oh Shit,The Pharcyde,50,jazz,269533,1992-11-24,1992.0,1992,4.492216666666667
Close Your Eyes,Michael Bublé,53,jazz,213106,2013-04-11,2013.0,2013,3.5517666666666665
Show Me The Way,Gregg Karukas,45,jazz,297493,2005-01-01,2005.0,2005,4.958216666666667
Love To All,Chuck Loeb,46,jazz,308346,1999-07-20,1999.0,1999,5.1391
I Miss You So,Nat King Cole Trio,48,jazz,184160,2000-06-06,2000.0,2000,3.0693333333333332
The Revolution Will Not Be Televised,Gil Scott-Heron,50,jazz,187346,1971-01-01,1971.0,1971,3.1224333333333334
Bye Bye Blackbird,Etta Jones,52,jazz,194240,1960-01-01,1960.0,1960,3.2373333333333334
"Sing, Sing, Sing",Benny Goodman,49,jazz,520293,2007-05-22,2007.0,2007,8.67155
Cry Me a River,Michael Bublé,51,jazz,254746,2009-10-06,2009.0,2009,4.2457666666666665
Using What You Got,Flying Lotus,48,jazz,65293,2021-04-30,2021.0,2021,1.0882166666666666
O Pato - Ultimate Mix,João Gilberto,50,jazz,118361,1960-02-02,1960.0,1960,1.9726833333333333
Luv (sic) Grand Finale (feat. Shing02),Nujabes,50,jazz,316760,2015-12-09,2015.0,2015,5.279333333333334
A Change Is Gonna Come,Sam Cooke,46,jazz,191320,1964-01-01,1964.0,1964,3.1886666666666668
Rock It for Me,Caravan Palace,42,jazz,191493,2012-03-05,2012.0,2012,3.19155
Rap Promoter,A Tribe Called Quest,48,jazz,133000,1991-09-24,1991.0,1991,2.216666666666667
You Want My Love,"Earth, Wind & Fire",46,jazz,194373,2021-08-20,2021.0,2021,3.23955
Woman,Barry Can't Swim,56,jazz,232057,2023-10-20,2023.0,2023,3.8676166666666667
Pearl Express - Ceylan Cut,Underground Canopy,51,jazz,111125,2024-04-12,2024.0,2024,1.8520833333333333
Lover Man,Billie Holiday,51,jazz,197706,1958-01-01,1958.0,1958,3.2951
City Lights,Nelson Rangell,46,jazz,333880,2006-04-04,2006.0,2006,5.564666666666667
Whatever It Takes,Anita Baker,43,jazz,335400,2017-04-29,2017.0,2017,5.59
Feels So Good - Single Version,Chuck Mangione,49,jazz,212226,1991-02-18,1991.0,1991,3.5371
Your Heart Is As Black As Night,Melody Gardot,49,jazz,162720,2009-01-01,2009.0,2009,2.712
Shadows,Bonobo,46,jazz,285093,2024-08-14,2024.0,2024,4.75155
All Night,Richard Elliot,45,jazz,325800,1997-01-01,1997.0,1997,5.43
Chill Or Be Chilled,Oli Silk,43,jazz,223666,2008-10-14,2008.0,2008,3.7277666666666667
The Christmas Song (Merry Christmas To You),Nat King Cole,47,jazz,190973,1961-09-25,1961.0,1961,3.1828833333333333
How Could an Angel Break My Heart (with Toni Braxton),Kenny G,55,jazz,261866,1997-11-08,1997.0,1997,4.364433333333333
Enigmatic Echoes,Turning Trio,49,jazz,245788,2023-09-14,2023.0,2023,4.096466666666666
Grazing In The Grass,Hugh Masekela,45,jazz,157773,1968-01-01,1968.0,1968,2.62955
Let's Call The Whole Thing Off,Ella Fitzgerald,51,jazz,251600,1957-02-25,1957.0,1957,4.193333333333333
Moon River,Louis Armstrong,52,jazz,179866,1964-10-25,1964.0,1964,2.9977666666666667
Blue Spaces,Oakwood Station,51,jazz,183346,2019-11-15,2019.0,2019,3.0557666666666665
Thinking About You,Norah Jones,53,jazz,197280,2007-01-24,2007.0,2007,3.288
Stardust,Lester Young,49,jazz,212600,1959-06-02,1959.0,1959,3.5433333333333334
Moonshine,Caravan Palace,43,jazz,213800,2019-08-30,2019.0,2019,3.5633333333333335
Like It Like That,A Tribe Called Quest,48,jazz,166773,1998-09-29,1998.0,1998,2.77955
From Paris with love,Eira Eld,49,jazz,185265,2023-02-10,2023.0,2023,3.08775
Actually,Dan Kye,53,jazz,227486,2020-11-13,2020.0,2020,3.7914333333333334
Mi Corazón,Paté de Fuá,55,jazz,264880,2014-04-01,2014.0,2014,4.414666666666666
Luv (sic) pt4 (feat. Shing02),Nujabes,50,jazz,310746,2015-12-09,2015.0,2015,5.1791
Otha Fish,The Pharcyde,47,jazz,321506,1992-11-24,1992.0,1992,5.358433333333333
Vintage Vibes Cool Jazz Bar Guitar,C.O.D.J,54,jazz,85484,2019-03-29,2019.0,2019,1.4247333333333334
Jettin',Digable Planets,48,jazz,279373,1994-10-10,1994.0,1994,4.6562166666666664
Turiya & Ramakrishna,Alice Coltrane,52,jazz,498146,1996-01-01,1996.0,1996,8.302433333333333
Mascaram Setaba - Stereo Master,Mulatu Astatke,49,jazz,167933,2017-05-19,2017.0,2017,2.7988833333333334
Strange Meadow Lark,The Dave Brubeck Quartet,46,jazz,442226,1959-12-14,1959.0,1959,7.370433333333334
Keep A Knockin' (But You Can't Come In),Louis Jordan & His Tympany Five,44,jazz,152533,1999-01-01,1999.0,1999,2.5422166666666666
Only Yesterday,Pretty Lights,43,jazz,375426,2016-03-18,2016.0,2016,6.2571
What If / Interlude,Alfa Mist,52,jazz,84000,2015-07-30,2015.0,2015,1.4
These Foolish Things,Lester Young,48,jazz,179440,1956-01-01,1956.0,1956,2.990666666666667
Triste,Antônio Carlos Jobim,51,jazz,129533,1967-06-15,1967.0,1967,2.1588833333333333
Bohemian Rhapsody,Angelina Jordan,58,jazz,148750,2020-01-24,2020.0,2020,2.4791666666666665
In The City Life,Gota,46,jazz,216293,2000-01-01,2000.0,2000,3.6048833333333334
O Grande Amor,Stan Getz,53,jazz,327280,1964-03-01,1964.0,1964,5.454666666666666
"All Blues (feat. John Coltrane, Cannonball Adderley & Bill Evans)",Miles Davis,50,jazz,692746,1959-08-17,1959.0,1959,11.545766666666667
Rust (feat. Tom Misch),Yussef Dayes,42,jazz,238786,2023-09-08,2023.0,2023,3.9797666666666665
Cry Me A River,Dinah Washington,53,jazz,150893,1959-02-19,1959.0,1959,2.514883333333333
Hold On,Michael Bublé,52,jazz,245200,2009-10-06,2009.0,2009,4.086666666666667
You've Changed,Kurt Rosenwinkel,49,jazz,195200,2009-11-07,2009.0,2009,3.2533333333333334
Whatnot,Mindscape,50,jazz,161797,2023-11-24,2023.0,2023,2.696616666666667
Sucka Nigga,A Tribe Called Quest,47,jazz,245080,1993-11-09,1993.0,1993,4.084666666666666
Funkin' for Jamaica,Tom Browne,48,jazz,282080,1980-02-01,1980.0,1980,4.701333333333333
Keepin' It Cool,Nick Colionne,46,jazz,214986,2006-01-01,2006.0,2006,3.5831
Blue Skies,Art Tatum,48,jazz,172066,2002-01-01,2002.0,2002,2.867766666666667
A Short Walk From Home,Kim Pensyl,45,jazz,305026,1996-05-21,1996.0,1996,5.0837666666666665
Corcovado,Antônio Carlos Jobim,55,jazz,145960,1963-08-01,1963.0,1963,2.4326666666666665
Walk On By,Phil Casagrande,47,jazz,201600,2011-08-22,2011.0,2011,3.36
Being Here,Mammal Hands,51,jazz,87341,2017-11-03,2017.0,2017,1.4556833333333334
juicy fruit,T.Check,49,jazz,129146,2024-03-15,2024.0,2024,2.152433333333333
Watermelon Man - Remastered 2007,Herbie Hancock,53,jazz,429266,1962-05-28,1962.0,1962,7.154433333333333
Waltz No.2,Cihat Aşkın,50,jazz,240306,2019-02-15,2019.0,2019,4.0051
Eye 2 Eye,Najee,44,jazz,283266,2003-10-07,2003.0,2003,4.7211
I've Got Dreams to Remember,Otis Redding,50,jazz,195866,2018-05-18,2018.0,2018,3.2644333333333333
Almost Home,Kingsbury Station,49,jazz,158706,2024-03-22,2024.0,2024,2.6451
Not Like Us,Kendrick Lamar,95,hip-hop,274192,2024-05-04,2024.0,2024,4.569866666666667
Like That,Future,89,hip-hop,267706,2024-03-22,2024.0,2024,4.461766666666667
See You Again (feat. Kali Uchis),"Tyler, The Creator",89,hip-hop,180386,2017-07-21,2017.0,2017,3.0064333333333333
Big Dawgs,Hanumankind,92,hip-hop,190666,2024-07-09,2024.0,2024,3.177766666666667
NIGHTS LIKE THIS,The Kid LAROI,89,hip-hop,86983,2023-11-10,2023.0,2023,1.4497166666666668
Pink + White,Frank Ocean,88,hip-hop,184516,2016-08-20,2016.0,2016,3.075266666666667
It's Up (feat. Young Thug & 21 Savage),Drake,82,hip-hop,278000,2024-08-10,2024.0,2024,4.633333333333334
Type Shit,Future,87,hip-hop,228266,2024-03-22,2024.0,2024,3.8044333333333333
one of wun,Gunna,85,hip-hop,144000,2024-05-10,2024.0,2024,2.4
KEHLANI,Jordan Adetunji,89,hip-hop,122360,2024-06-24,2024.0,2024,2.0393333333333334
fukumean,Gunna,86,hip-hop,125040,2023-06-16,2023.0,2023,2.084
euphoria,Kendrick Lamar,84,hip-hop,383639,2024-04-30,2024.0,2024,6.393983333333333
Houdini,Eminem,89,hip-hop,227239,2024-05-31,2024.0,2024,3.787316666666667
No Role Modelz,J. Cole,85,hip-hop,292799,2014-12-09,2014.0,2014,4.879983333333334
Tough,Quavo,87,hip-hop,188828,2024-07-03,2024.0,2024,3.147133333333333
Ric Flair Drip (with Metro Boomin),Offset,85,hip-hop,172800,2017-10-30,2017.0,2017,2.88
All The Stars (with SZA),Kendrick Lamar,86,hip-hop,232186,2018-02-09,2018.0,2018,3.8697666666666666
Blue Green Red,Drake,78,hip-hop,217846,2024-08-10,2024.0,2024,3.6307666666666667
Mmhmm,BigXthaPlug,81,hip-hop,119015,2023-12-01,2023.0,2023,1.9835833333333333
redrum,21 Savage,85,hip-hop,270697,2024-01-12,2024.0,2024,4.511616666666667
Thinkin Bout You,Frank Ocean,84,hip-hop,200746,2012-07-10,2012.0,2012,3.3457666666666666
HUMBLE.,Kendrick Lamar,85,hip-hop,177000,2017-04-14,2017.0,2017,2.95
Whatever She Wants,Bryson Tiller,82,hip-hop,161342,2024-02-13,2024.0,2024,2.689033333333333
Don't,Bryson Tiller,83,hip-hop,198293,2015-10-02,2015.0,2015,3.304883333333333
Housekeeping Knows (feat. Latto),Drake,73,hip-hop,186692,2024-08-10,2024.0,2024,3.1115333333333335
Heartless,Kanye West,84,hip-hop,211000,2008-11-24,2008.0,2008,3.5166666666666666
Ivy,Frank Ocean,83,hip-hop,249191,2016-08-20,2016.0,2016,4.153183333333334
Fuck Love,XXXTENTACION,84,hip-hop,146520,2017-08-25,2017.0,2017,2.442
Yeah! (feat. Lil Jon & Ludacris),USHER,85,hip-hop,250373,2004-03-23,2004.0,2004,4.172883333333333
Lonely Road (with Jelly Roll),mgk,81,hip-hop,189356,2024-07-26,2024.0,2024,3.1559333333333335
The Color Violet,Tory Lanez,84,hip-hop,226466,2021-12-10,2021.0,2021,3.7744333333333335
Lovin On Me,Jack Harlow,84,hip-hop,138411,2023-11-10,2023.0,2023,2.30685
Father Stretch My Hands Pt. 1,Kanye West,84,hip-hop,135920,2016-06-10,2016.0,2016,2.2653333333333334
BEST INTEREST,"Tyler, The Creator",82,hip-hop,127921,2020-01-25,2020.0,2020,2.1320166666666664
Back On My BS,BigXthaPlug,80,hip-hop,94426,2023-12-01,2023.0,2023,1.5737666666666668
PRIDE.,Kendrick Lamar,83,hip-hop,275253,2017-04-14,2017.0,2017,4.58755
Sundress,A$AP Rocky,83,hip-hop,158205,2018-11-20,2018.0,2018,2.63675
WAIT FOR U (feat. Drake & Tems),Future,83,hip-hop,189893,2022-04-29,2022.0,2022,3.1648833333333335
LOVE. FEAT. ZACARI.,Kendrick Lamar,82,hip-hop,213400,2017-04-14,2017.0,2017,3.5566666666666666
One Dance,Drake,87,hip-hop,173986,2016-05-06,2016.0,2016,2.899766666666667
Broadway Girls (feat. Morgan Wallen),Lil Durk,78,hip-hop,185600,2022-03-10,2022.0,2022,3.0933333333333333
Exchange,Bryson Tiller,81,hip-hop,194613,2015-10-02,2015.0,2015,3.24355
The Spins,Mac Miller,82,hip-hop,195873,2010-08-13,2010.0,2010,3.26455
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),A$AP Rocky,83,hip-hop,190285,2023-08-18,2023.0,2023,3.1714166666666666
EARFQUAKE,"Tyler, The Creator",82,hip-hop,190066,2019-05-17,2019.0,2019,3.1677666666666666
It's Up (feat. Young Thug & 21 Savage),Drake,60,hip-hop,278000,2024-08-10,2024.0,2024,4.633333333333334
20 Min,Lil Uzi Vert,82,hip-hop,220586,2017-11-17,2017.0,2017,3.676433333333333
Time of Our Lives,Pitbull,84,hip-hop,229360,2014-11-21,2014.0,2014,3.8226666666666667
Novacane,Frank Ocean,81,hip-hop,302346,2011-01-01,2011.0,2011,5.0391
Flashing Lights,Kanye West,83,hip-hop,237506,2007-09-11,2007.0,2007,3.9584333333333332
Blue Green Red,Drake,51,hip-hop,217846,2024-08-10,2024.0,2024,3.6307666666666667
Housekeeping Knows (feat. Latto),Drake,44,hip-hop,186692,2024-08-10,2024.0,2024,3.1115333333333335
Glock In My Lap,21 Savage,82,hip-hop,193591,2020-10-02,2020.0,2020,3.2265166666666665
No Scrubs,TLC,83,hip-hop,214400,1999-02-23,1999.0,1999,3.5733333333333333
XO Tour Llif3,Lil Uzi Vert,82,hip-hop,182706,2017-08-25,2017.0,2017,3.0451
GIRLS,The Kid LAROI,83,hip-hop,152979,2024-06-28,2024.0,2024,2.54965
Without Me,Eminem,87,hip-hop,290320,2002-05-26,2002.0,2002,4.838666666666667
Feel Good Inc.,Gorillaz,84,hip-hop,222640,2005-05-23,2005.0,2005,3.7106666666666666
Work Out,J. Cole,81,hip-hop,235320,2011-09-27,2011.0,2011,3.922
Levels,BigXthaPlug,78,hip-hop,157377,2023-02-10,2023.0,2023,2.62295
Fuel,Eminem,81,hip-hop,213646,2024-07-12,2024.0,2024,3.560766666666667
Love Me,Lil Wayne,81,hip-hop,255053,2013-01-01,2013.0,2013,4.250883333333333
I Am Not Okay,Jelly Roll,78,hip-hop,197133,2024-06-12,2024.0,2024,3.28555
Unforgettable,French Montana,87,hip-hop,233901,2017-07-14,2017.0,2017,3.89835
Lost,Frank Ocean,82,hip-hop,234093,2012-07-10,2012.0,2012,3.90155
Runnin,21 Savage,81,hip-hop,195906,2020-10-02,2020.0,2020,3.2651
Les,Childish Gambino,81,hip-hop,317293,2011-11-15,2011.0,2011,5.288216666666667
Yeah Glo!,GloRilla,79,hip-hop,142702,2024-04-05,2024.0,2024,2.3783666666666665
Give Me Everything (feat. Nayer),Pitbull,86,hip-hop,252306,2011-06-17,2011.0,2011,4.2051
WHISKEY WHISKEY (feat. Morgan Wallen),Moneybagg Yo,77,hip-hop,161052,2024-06-14,2024.0,2024,2.6842
Ms. Jackson,Outkast,83,hip-hop,270506,2000-10-31,2000.0,2000,4.5084333333333335
family ties (with Kendrick Lamar),Baby Keem,80,hip-hop,252262,2021-09-10,2021.0,2021,4.204366666666667
She,"Tyler, The Creator",75,hip-hop,253386,2011-05-09,2011.0,2011,4.2231
Alright,Kendrick Lamar,80,hip-hop,219333,2015-03-16,2015.0,2015,3.65555
Surround Sound (feat. 21 Savage & Baby Tate),JID,81,hip-hop,229938,2022-10-31,2022.0,2022,3.8323
All Falls Down,Kanye West,81,hip-hop,223506,2004-02-10,2004.0,2004,3.7251
Wet Dreamz,J. Cole,80,hip-hop,239266,2014-12-09,2014.0,2014,3.9877666666666665
